Județ;Localitate;Adresa;Tip;Latitudine;Longitudine;Capacitatea
BIF;Sector 2;Al. Hobita 1 Bloc 300, sc. B;privat;44,444489;26,149797;250
BIF;Sector 2;Aleea Ilia 1 Bloc 58 A, sc. 1;privat;44,444024;26,154404;98
BIF;Sector 2;Aleea Ilia 1 Bloc 58 A, sc. 2;privat;44,443877;26,154467;98
BIF;Sector 2;Aleea Ilia 2 Bloc 58 B, sc. 1;privat;44,444419;26,156736;98
BIF;Sector 2;Aleea Ilia 2 Bloc 58 B, sc. 2;privat;44,444457;26,156323;98
BIF;Sector 2;Aleea Ilia 3 Bloc 56, sc. 1;privat;44,443944;26,156136;150
BIF;Sector 2;Aleea Ilia 3 Bloc 56, sc. 2;privat;44,443638;26,156085;150
BIF;Sector 2;Aleea Ilia 4 Bloc 58 C, sc. 1;privat;44,444253;26,156166;150
BIF;Sector 2;Aleea Ilia 4 Bloc 58 C, sc. 2;privat;44,444325;26,155688;150
BIF;Sector 2;Aleea Ilia 5 Bloc 57, sc. 1;privat;44,444013;26,155579;95
BIF;Sector 2;Aleea Ilia 5 Bloc 57, sc. 2;privat;44,443788;26,155656;95
BIF;Sector 2;Bd. Chişinău 5 Bloc 48 A;privat;44,443897;26,158269;75
BIF;Sector 2;Bd. Chişinău 2 Bloc 50, sc. 1;privat;44,444196;26,157314;210
BIF;Sector 2;Bd. Chişinău 2 Bloc 50, sc. 2;privat;44,444146;26,157269;210
BIF;Sector 2;Bd. Lacul Tei 121 Bloc 5, sc. B;privat;44,462860;26,120794;150
BIF;Sector 2;Bd. Lacul Tei 121 Bloc 5, sc. C;privat;44,462884;26,120720;150
BIF;Sector 2;Bd. Lacul Tei 123 Bloc 4, sc. 1;privat;44,463104;26,121948;150
BIF;Sector 2;Bd. Lacul Tei 123 Bloc 4, sc. 2;privat;44,463118;26,121912;150
BIF;Sector 2;Bd. Lacul Tei 113 Bloc 6B;privat;44,462273;26,119607;150
BIF;Sector 2;Bd. Lacul Tei 109 Bloc 13 A, sc. B;privat;44,461640;26,118000;137
BIF;Sector 2;Bd. Lacul Tei 109 Bloc 13 A, sc. D;privat;44,461649;26,118013;137
BIF;Sector 2;Calea Moşilor 292 Bloc 38, sc. A;privat;44,445204;26,121288;150
BIF;Sector 2;Calea Moşilor 292 Bloc 38, sc. B;privat;44,445190;26,121230;150
BIF;Sector 2;Calea Moşilor 249 Bloc 49-49 A;privat;44,447343;26,122467;110
BIF;Sector 2;Str. Ion Berindei 11 Bloc 1-2, sc. 1;privat;44,461960;26,131493;150
BIF;Sector 2;Str.  Ion Berindei 11 Bloc 1-2, sc. 2;privat;44,461943;26,131429;150
BIF;Sector 2;Str.  Ion Berindei 11 Bloc 1-2, sc. 3;privat;44,462208;26,131674;150
BIF;Sector 2;Str. Alexandru Ipsilanti 6 Bloc 29 E, sc. A;privat;44,439245;26,175783;150
BIF;Sector 2;Str. Alexandru Ipsilanti 6 Bloc 29 E, sc. B;privat;44,439222;26,175859;150
BIF;Sector 2;Str. Avrig 54 Bloc O 15;privat;44,444059;26,132083;150
BIF;Sector 2;Str. Avrig 64 Bloc O 20;privat;44,443021;26,132270;150
BIF;Sector 2;Str. Avrig 26 Bloc P 18, sc B;privat;44,445864;26,130017;145
BIF;Sector 2;Str. Azotului 3 Bloc 33 D, sc. 1;privat;44,442764;26,178769;150
BIF;Sector 2;Str. Azotului 3 Bloc 33 D, sc. 2;privat;44,442793;26,178689;150
BIF;Sector 2;Str. Cap. Cerga Nicolae 4 Bloc P4-5, sc. A;privat;44,436639;26,13982;165
BIF;Sector 2;Str. Cap. Cerga Nicolae 4 Bloc P4-5, sc. B;privat;44,436715;26,140228;165
BIF;Sector 2;Str. Cap. Cerga Nicolae 4 Bloc P4-5, sc. C;privat;44,436745;26,140647;165
BIF;Sector 2;Str. Ciurea 2-4 Bloc P 6;privat;44,437992;26,139092;160
BIF;Sector 2;Str. Cluceru Sandu 4 Bloc 29 C;privat;44,439651;26,175187;150
BIF;Sector 2;Str. Slt. Cristescu Dima 1 Bloc 105 C, sc. A;privat;44,443127;26,142141;145
BIF;Sector 2;Str. Delfinului 2 Bloc 42, sc. A;privat;44,443771;26,163551;75
BIF;Sector 2;Str. Delfinului 2 Bloc 42, sc. B;privat;44,443773;26,163592;75
BIF;Sector 2;Str. Delfinului 2 Bloc 42, sc. C;privat;44,443456;26,163488;75
BIF;Sector 2;Str. Delfinului 2 Bloc 42, sc. D;privat;44,443354;26,163617;75
BIF;Sector 2;Str. Elev Ştefănescu 3 Bloc 444;privat;44,443957;26,136569;100
BIF;Sector 2;Str. Elev Ştefănescu 9 Bloc 449;privat;44,443706;26,134431;150
BIF;Sector 2;Str. Elev Ştefănescu 11 Bloc 450;privat;44,443775;26,134767;150
BIF;Sector 2;Str. Elev Ştefănescu 13 Bloc 451;privat;44,443778;26,135175;150
BIF;Sector 2;Str. Elev Ştefănescu 15 Bloc 452;privat;44,443874;26,135798;150
BIF;Sector 2;Str. Fabrica de Gheaţă 14/16 Bloc 95, sc. 1;privat;44,469410;26,140619;150
BIF;Sector 2;Str. Fabrica de Gheaţă 16/18 Bloc 95, sc. 2;privat;44,469413;26,141644;150
BIF;Sector 2;Str. Fabrica de Gheaţă 19 Bloc 96;privat;44,469815;26,140851;150
BIF;Sector 2;Str. Fabrica de Gheaţă 12 Bloc 98;privat;44,468993;26,140103;150
BIF;Sector 2;Str. Fabrica de Gheaţă 8 Bloc 90, sc. A;privat;44,468695;26,139401;110
BIF;Sector 2;Str. Fabrica de Gheaţă 8 Bloc 90, sc. B;privat;44,468668;26,139377;110
BIF;Sector 2;Str. Fabrica de Gheaţă 8 Bloc 90, sc. C;privat;44,468649;26,139431;110
BIF;Sector 2;Str. Fabrica de Gheaţă 17 Bloc 97;privat;44,469590;26,140386;150
BIF;Sector 2;Str. Grigore Moisil 1 Bloc 13 B, sc. 1;privat;44,462418;26,118579;135
BIF;Sector 2;Str. Grigore Moisil 1 Bloc 13 B, sc. 2;privat;44,462475;26,118622;140
BIF;Sector 2;Str. Grigore Moisil 6 Bloc 10, sc. A;privat;44,463080;26,119219;150
BIF;Sector 2;Str. Grigore Moisil 6 Bloc 10, sc. B;privat;44,463135;26,119204;150
BIF;Sector 2;Str. Grigore Moisil 8 Bloc 9, sc. C;privat;44,463969;26,118103;125
BIF;Sector 2;Str. Grigore Moisil 8 Bloc 9, sc. E;privat;44,464051;26,118103;125
BIF;Sector 2;Str. Grigore Moisil 8 Bloc 9, sc. F;privat;44,464056;26,118089;125
BIF;Sector 2;Str. Grigore Moisil 4 Bloc 6, sc. 1;privat;44,462678;26,119486;75
BIF;Sector 2;Str. Grigore Moisil 4 Bloc 6, sc. 2;privat;44,462853;26,119487;75
BIF;Sector 2;Str. Grigore Moisil 4 Bloc 6, sc. 3;privat;44,462797;26,119517;75
BIF;Sector 2;Str. Grigore Moisil 3 Bloc 7, sc. 1;privat;44,462756;26,118365;150
BIF;Sector 2;Str. Grigore Moisil 3 Bloc 7, sc. 2;privat;44,462897;26,118348;150
BIF;Sector 2;Str. Grigore Moisil 3 Bloc 7, sc. 3;privat;44,462286;26,118591;150
BIF;Sector 2;Str. Grigore Moisil 3 Bloc 7, sc. 4;privat;44,462810;26,118281;150
BIF;Sector 2;Str. Grigore Moisil 5 Bloc 7 bis, sc. A;privat;44,462796;26,118295;150
BIF;Sector 2;Str. Grigore Moisil 5 Bloc 7 bis, sc. B;privat;44,463069;26,118384;150
BIF;Sector 2;Str. Grigore Moisil 5 Bloc 7 bis, sc. C;privat;44,462998;26,118258;150
BIF;Sector 2;Str. Grigore Moisil 5 Bloc 7 bis, sc. D;privat;44,462861;26,118245;150
BIF;Sector 2;Str. Irimicului 2 Bloc 1;privat;44,452810;26,124138;150
BIF;Sector 2;Str. Jean-Louis Calderon 1-5  bloc;privat;44,440964;26,10439;110
BIF;Sector 2;Str. Soldat Lazăr Florea 3 Bloc 8 B, sc. A;privat;44,442971;26,177925;150
BIF;Sector 2;Str. Soldat Lazăr Florea 3 Bloc 8 B, sc. B;privat;44,442986;26,177899;150
BIF;Sector 2;Str. Lazăr Florea 1 Bloc 8 C;privat;44,443050;26,177814;140
BIF;Sector 2;Str. Lăptari Tei 14 Bloc 4, sc. 1;privat;44,463756;26,129105;75
BIF;Sector 2;Str. Lăptari Tei 14 Bloc 4, sc. 2;privat;44,463709;26,129116;75
BIF;Sector 2;Str. Lăptari Tei 14 Bloc 4, sc. 3;privat;44,463671;26,129127;75
BIF;Sector 2;Str. Lăptari Tei 14 Bloc 4, sc. 4;privat;44,463695;26,129145;75
BIF;Sector 2;Str. Lăptari Tei 3 Bloc 25;privat;44,463017;26,127375;150
BIF;Sector 2;Str. Lăptari Tei 1 Bloc 26;privat;44,462742;26,127200;100
BIF;Sector 2;Str. Luntrei 3 Bloc 10, sc. 1;privat;44,462351;26,130326;150
BIF;Sector 2;Str. Luntrei 3 Bloc 10, sc. 2;privat;44,462338;26,130169;150
BIF;Sector 2;Str. Maior Vasile Băcilă 1 Bloc 99, sc. 1;privat;44,462910;26,145416;110
BIF;Sector 2;Str. Maior Vasile Băcilă 1 Bloc 99, sc. 2;privat;44,462887;26,145354;110
BIF;Sector 2;Str. Maior Vasile Băcilă 1 Bloc 99, sc. 3;privat;44,462932;26,145461;110
BIF;Sector 2;Str. Maşina de Pâine 20 C Bloc 4 (IRTA);privat;44,456179;26,128451;300
BIF;Sector 2;Str. Maşina de Pâine 37 Bloc 2;privat;44,452651;26,124767;110
BIF;Sector 2;Str. Maşina de Pâine 20 A Bloc 6 IRTA;privat;44,456074;26,128011;200
BIF;Sector 2;Str. Măgura Vulturilor 51 Bloc 116 A, sc. 1;privat;44,441922;26,136993;85
BIF;Sector 2;Str. Măgura Vulturilor 51 Bloc 116 A, sc. 2;privat;44,441868;26,136716;85
BIF;Sector 2;Str. Măgura Vulturilor 64 Bloc 117 A, sc. A;privat;44,442591;26,137211;110
BIF;Sector 2;Str. Măgura Vulturilor 64 Bloc 117 A, sc. B;privat;44,442529;26,137167;110
BIF;Sector 2;Str. Măgura Vulturilor 66 Bloc 117 A, sc. B;privat;44,443021;26,137121;110
BIF;Sector 2;Str. Mihai Eminescu 185 Bloc 31 B;privat;44,444321;26,118621;75
BIF;Sector 2;Str. Pictor Hărlescu 3 Bloc A 6, sc. A;privat;44,438632;26,157955;120
BIF;Sector 2;Str. Pictor Hărlescu 3 Bloc A 6, sc. B;privat;44,438818;26,157820;120
BIF;Sector 2;Str. Ripiceni 4 Bloc 11, sc. 1-2;privat;44,462152;26,129934;150
BIF;Sector 2;Str. Ripiceni 6A Bloc 5, sc. 2;privat;44,463116;26,129250;150
BIF;Sector 2;Str. Slt. Manoliu Pompiliu 2 Bloc P1;privat;44,436874;26,139124;180
BIF;Sector 2;Str. Lt. Sachelarie Visarion 14 Bloc 117 C, sc. A;privat;44,442941;26,137699;150
BIF;Sector 2;Str. Lt. Sachelarie Visarion 14 Bloc 117 C, sc. B;privat;44,442963;26,137787;150
BIF;Sector 2;Str. Lt. Sachelarie Visarion 14 Bloc 117 C, sc. C;privat;44,442930;26,137745;150
BIF;Sector 2;Str. Lt. Sachelarie Visarion 16 Bloc 118 A, sc A;privat;44,442884;26,138720;100
BIF;Sector 2;Str. Lt. Sachelarie Visarion 18 Bloc 118 B, sc. A;privat;44,442909;26,138753;140
BIF;Sector 2;Str. Lt. Sachelarie Visarion 18 Bloc 118 B, sc. B;privat;44,442922;26,138814;140
BIF;Sector 2;Str. Lt.  Sachelarie Visarion 18 Bloc 119;privat;44,442862;26,139122;150
BIF;Sector 2;Str. Lt. Sachelarie Visarion 2 Bloc 112 B, Sc. A;privat;44,442991;26,139268;125
BIF;Sector 2;Str. Lt. Sachelarie Visarion 8 Bloc 111 B, Sc. A;privat;44,442619;26,135657;128
BIF;Sector 2;Str. Lt. Sachelarie Visarion 8 Bloc 111 B, Sc. B;privat;44,442562;26,135560;128
BIF;Sector 2;Str. Lt. Sachelarie Visarion 4 Bloc 112, sc A;privat;44,442289;26,134294;130
BIF;Sector 2;Str. Lt. Sachelarie Visarion 4 Bloc 112, sc A;privat;45,442289;27,134294;131
BIF;Sector 2;Str. Lt. Sachelarie Visarion 10 Bloc 111 A, sc. 1;privat;44,442632;26,135940;120
BIF;Sector 2;Str. Thomas Masaryk 25 Casa;privat;44,441058;26,107482;100
BIF;Sector 2;Str. Herta 4 Bloc 64 A, sc A;privat;44,442053;26,154488;150
BIF;Sector 2;Str. Herta 4 Bloc 64 A, sc B;privat;44,442056;26,154602;150
BIF;Sector 2;Str. Herta 6 Bloc 64 B, sc A;privat;44,442908;26,154809;150
BIF;Sector 2;Str. Herta 6 Bloc 64 B, sc B;privat;44,442942;26,15488;150
BIF;Sector 2;Str. Traian 197 Bloc 22 B;privat;44,443315;26,119482;150
BIF;Sector 2;Str. Traian 248 Bloc 30 B;privat;44,443602;26,120076;150
BIF;Sector 2;Str. Tuzla 1 Bloc11A , sc. A;privat;44,463398;26,119816;150
BIF;Sector 2;Str. Tuzla 1 Bloc11A , sc. B;privat;44,463362;26,119825;150
BIF;Sector 2;Str. Vatra Luminoasă 26 Bloc P 7 A;privat;44,437992;26,138851;100
BIF;Sector 2;Str. Vatra Luminoasă 28 Bloc P 7;privat;44,438047;26,138984;100
BIF;Sector 2;Str. Zambilă Ioniţă 2 Bloc 7 C;privat;44,442715;26,173570;150
BIF;Sector 2;Str. Zambilă Ioniţă 4 Bloc 7 D, sc. C;privat;44,442793;26,179817;150
BIF;Sector 2;Str. Zambilă Ioniţă 4 Bloc 7 D, sc. D;privat;44,442757;26,179763;150
BIF;Sector 2;Str. Zambilă Ioniţă 3 Bloc 33 C, sc. 1;privat;44,442624;26,179866;150
BIF;Sector 2;Str. Zambilă Ioniţă 3 Bloc 33 C, sc. 2;privat;44,442699;26,179801;150
BIF;Sector 2;Str. Ziduri Moşi 2 Bloc 6;privat;44,453102;26,127926;192
BIF;Sector 2;Str. Gheorghe  Şerban 7 Bloc;privat;44,464042;26,118726;200
BIF;Sector 2;Str.Ion Berindei 12 Bloc 60, sc. 1;privat;44,461404;26,131854;150
BIF;Sector 2;Str.Ion Berindei 12 Bloc 60, sc. 2;privat;44,461443;26,131962;150
BIF;Sector 2;Str.Teiul  Doamnei 110 Bloc 16, sc. 1;privat;44,463525;26,125506;150
BIF;Sector 2;Str.Teiul Doamnei 108 Bloc 15, sc. 1;privat;44,463011;26,126684;150
BIF;Sector 2;Str.Teiul Doamnei 108 Bloc 15, sc. 2;privat;44,463092;21,126685;150
BIF;Sector 2;Str.Teiul Doamnei 106 Bloc M14, sc. 1;privat;44,462701;26,126815;150
BIF;Sector 2;Str.Teiul Doamnei 106 Bloc M14, sc. 2;privat;44,462603;26,126799;150
BIF;Sector 2;Str.Teiul Doamnei 110 Bloc 16, sc. 2;privat;44,463461;26,126478;150
BIF;Sector 2;Şos Iancului 130 Bloc 121, sc. A;privat;44,442784;26,149097;114
BIF;Sector 2;Şos. Colentina 28 Bloc 65;privat;44,463203;26,134245;75
BIF;Sector 2;Şos. Colentina 23 A Bloc 1A (IRTA);privat;44,455371;26,128432;150
BIF;Sector 2;Şos. Colentina 2 Bloc ALMO 1,sc. 1;privat;44,450473;26,126049;168
BIF;Sector 2;Şos. Colentina 2 Bloc ALMO 1,sc. 2;privat;44,450566;26,126135;168
BIF;Sector 2;Şos. Colentina 25 A Bloc 2(IRTA);privat;44,456435;26,128955;150
BIF;Sector 2;Şos. Colentina 24 Bloc 10, sc. A;privat;44,461302;26,133456;150
BIF;Sector 2;Şos. Colentina 83 Bloc 85, sc. A;privat;44,467245;26,1384907;150
BIF;Sector 2;Şos. Colentina 83 Bloc 85, sc. B;privat;44,467278;26,138851;150
BIF;Sector 2;Şos. Colentina 83 Bloc 85, sc. C;privat;44,467186;26,138926;150
BIF;Sector 2;Şos. Colentina 89 Bloc 88;privat;44,468072;26,140636;130
BIF;Sector 2;Şos. Colentina 60 Bloc 103, sc. A;privat;44,466959;26,139706;100
BIF;Sector 2;Şos. Colentina 60 Bloc 103, sc. B;privat;44,466928;26,139648;100
BIF;Sector 2;Şos. Colentina 23 B Bloc 1 B (IRTA);privat;44,455524;26,128534;175
BIF;Sector 2;Şos. Colentina 53 Bloc 55, sc. A;privat;44,461428;26,132303;150
BIF;Sector 2;Şos. Colentina 53 Bloc 59, sc. D;privat;44,461362;26,132242;150
BIF;Sector 2;Şos. Colentina 2 C Bloc 4, sc. A;privat;44,453997;26,128664;150
BIF;Sector 2;Șos. Colentina 2 C Bloc 4, sc. B;privat;44,453997;26,128664;150
BIF;Sector 2;Şos. Colentina 2 C Bloc 4, sc. C;privat;44,454068;26,128685;150
BIF;Sector 2;Şos. Colentina 2 D Bloc 5, sc. A;privat;44,452154;26,127142;127
BIF;Sector 2;Şos. Colentina 2 D Bloc 5, sc. B;privat;44,452858;26,127790;127
BIF;Sector 2;Şos. Colentina 93 Bloc 92, sc. A;privat;44,468583;26,141670;110
BIF;Sector 2;Şos. Colentina 93 Bloc 92, sc. B;privat;44,468479;26,141683;110
BIF;Sector 2;Şos. Colentina 62 Bloc 104, sc. 1;privat;44,467216;26,140376;100
BIF;Sector 2;Şos. Colentina 72 Bloc 109;privat;44,468039;26,142051;150
BIF;Sector 2;Şos. Colentina 58 Bloc 101;privat;44,466471;26,139089;110
BIF;Sector 2;Șos. Colentina 32 Bloc 67;privat;44,463586;26,134586;100
BIF;Sector 2;Șos. Colentina 36 Bloc 69;privat;44,464016;26,134920;75
BIF;Sector 2;Șos. Colentina 40 Bloc 71, sc  2;privat;44,464283;26,135740;160
BIF;Sector 2;Șos. Colentina 40 Bloc 71, sc  4;privat;44,464299;26,135809;160
BIF;Sector 2;Şos. Colentina 58 Bloc 101/102, sc.2;privat;44,466587;26,138956;110
BIF;Sector 2;Șos. Fundeni 4 Bloc 11 C, sc A;privat;44,443470;26,166447;150
BIF;Sector 2;Șos. Fundeni 4 Bloc 11 C, sc B;privat;44,443453;26,166461;150
BIF;Sector 2;Şos. Iancului 6 Bloc 113 B, sc. A;privat;44,441325;26,135880;104
BIF;Sector 2;Şos. Iancului 17 Bloc 106 C, sc. B;privat;44,442254;26,139273;128
BIF;Sector 2;Şos. Iancului 35 Bloc 104, sc. B;privat;44,442798;26,143116;75
BIF;Sector 2;Şos. Iancului 39 Bloc 103 A, sc. A;privat;44,442891;26,144978;92
BIF;Sector 2;Şos. Iancului 39 Bloc 103 A, sc. B;privat;44,442858;26,144853;92
BIF;Sector 2;Şos. Iancului 10 Bloc 114 B, sc. 1;privat;44,441115;26,137216;109
BIF;Sector 2;Şos. Iancului 10 Bloc 114 B, sc. 2;privat;44,441101;26,137308;109
BIF;Sector 2;Şos. Iancului 13 Bloc 107, sc. A;privat;44,442068;26,138350;160
BIF;Sector 2;Şos. Iancului 21 Bloc 106 A, sc. A;privat;44,442226;26,140281;150
BIF;Sector 2;Şos. Iancului 21 Bloc 106 A, sc. B;privat;44,442270;26,139932;150
BIF;Sector 2;Şos. Iancului 29 Bloc 105 B, sc. A;privat;44,442342;26,141252;87
BIF;Sector 2;Şos. Iancului 11 Bloc 108;privat;44,442025;26,137547;160
BIF;Sector 2;Şos. Iancului 53 Bloc 102 B, sc. B;privat;44,443069;26,146975;120
BIF;Sector 2;Şos. Iancului 27 Bloc 105 D, sc. 1;privat;44,442650;26,14078;70
BIF;Sector 2;Şos. Iancului 27 Bloc 105 D, sc. 2;privat;44,442838;26,140771;70
BIF;Sector 2;Şos. Iancului 27 Bloc 105 D, sc. 3;privat;44,442689;26,140802;70
BIF;Sector 2;Şos. Iancului 126 Bloc 120, sc.A;privat;44,442618;26,144788;100
BIF;Sector 2;Şos. Iancului 6 Bloc 113 B, sc. B;privat;44,441285;26,135912;104
BIF;Sector 2;Şos. Iancului 8 Bloc 114 A;privat;44,441367;26,136508;110
BIF;Sector 2;Şos. Iancului 12 Bloc 115, sc. A;privat;44,441543;26,137805;110
BIF;Sector 2;Şos. Iancului 12 Bloc 115, sc. B;privat;44,441597;26,137825;110
BIF;Sector 2;Şos. Iancului 17 Bloc 106 C, sc. A;privat;44,442215;26,139195;128
BIF;Sector 2;Şos. Iancului 39 Bloc 103 A, sc. C;privat;44,442833;26,144800;92
BIF;Sector 2;Şos. Iancului 4 Bloc 113 A, sc. B;privat;44,441167;26,135231;150
BIF;Sector 2;Şos. Iancului 7 Bloc 109 B, sc B;privat;44,441782;26,136295;200
BIF;Sector 2;Şos. Iancului 19 Bloc 106 B, sc. A;privat;44,442155;26,139571;150
BIF;Sector 2;Şos. Iancului 29 Bloc 105 B, sc. B;privat;44,442291;26,141252;87
BIF;Sector 2;Şos. Iancului 33 Bloc 105 B, sc. C;privat;44,442533;26,142303;87
BIF;Sector 2;Şos. Iancului 5 Bloc 110, sc. A;privat;44,441880;26,135306;180
BIF;Sector 2;Şos. Iancului 5 Bloc 110, sc. B;privat;44,441798;26,135375;180
BIF;Sector 2;Şos. Iancului 41 Bloc 102 D, sc. A;privat;44,442816;26,144982;150
BIF;Sector 2;Șos. Iancului 41 Bloc 102 D, sc B;privat;44,442715;26,144908;150
BIF;Sector 2;Şos. Iancului 47 Bloc 102 C, sc. A;privat;44,442799;26,145814;100
BIF;Sector 2;Şos. Iancului 53 Bloc 102 B, sc. A;privat;44,443067;26,147044;120
BIF;Sector 2;Şos. Iancului 37 Bloc 103B;privat;44,442707;26,143879;150
BIF;Sector 2;Şos. Iancului 47 Bloc 102 C, sc. B;privat;44,442868;26,146001;100
BIF;Sector 2;Şos. Mihai Bravu 2 Bloc 60 B, sc. 2;privat;44,448368;26,125049;150
BIF;Sector 2;Şos. Mihai Bravu 2 Bloc 60 B, sc.3;privat;44,448326;26,125007;150
BIF;Sector 2;Şos. Mihai Bravu 37 Bloc P 30 A;privat;44,445900;26,128015;150
BIF;Sector 2;Şos. Mihai Bravu 41/4 Bloc 4 bis;privat;44,445205;26,127958;100
BIF;Sector 2;Şos. Mihai Bravu 43 Bloc 4, sc. A;privat;44,446256;26,127371;50
BIF;Sector 2;Şos. Mihai Bravu 43 Bloc 4, sc. B;privat;44,444886;26,128198;50
BIF;Sector 2;Şos. Pantelimon 358 Bloc 15 ABC, sc.B;privat;44,440778;26,180279;300
BIF;Sector 2;Şos. Pantelimon 363 Bloc A 3, sc. A;privat;44,443406;26,153037;200
BIF;Sector 2;Şos. Pantelimon 363 Bloc A 3, sc. B;privat;44,445747;26,135027;200
BIF;Sector 2;Şos. Pantelimon 291A Bloc 9 B;privat;44,432925;26,152969;150
BIF;Sector 2;Şos. pantelimon 301 Bloc C 1;privat;44,442309;26,174956;120
BIF;Sector 2;Şos. Pantelimon 324 Bloc D 1;privat;44,441910;26,170301;150
BIF;Sector 2;Şos. Pantelimon 285A Bloc 11 A;privat;44,442924;26,167532;110
BIF;Sector 2;Şos. Pantelimon 225 Bloc 66, sc. 2;privat;44,444052;26,148011;250
BIF;Sector 2;Şos. Pantelimon 225 Bloc 66, sc. 4-5;privat;44,444035;26,148130;250
BIF;Sector 2;Şos. Pantelimon 225 Bloc 66, sc. 7;privat;44,444008;26,148591;250
BIF;Sector 2;Şos. Pantelimon 229 Bloc 68, sc. A;privat;44,443996;26,150212;110
BIF;Sector 2;Şos. Pantelimon 229 Bloc 68, sc. B;privat;44,443887;26,150300;110
BIF;Sector 2;Şos. Pantelimon 239 Bloc 62;privat;44,443641;26,154060;150
BIF;Sector 2;Şos. Pantelimon 241 Bloc 61, sc. A;privat;44,444834;26,149710;193
BIF;Sector 2;Şos. Pantelimon 241 Bloc 61, sc. B;privat;44,442806;26,165366;193
BIF;Sector 2;Şos. Pantelimon 248 Bloc 59/60, sc. A;privat;44,443578;26,154146;150
BIF;Sector 2;Şos. Pantelimon 248 Bloc 59/60, sc. B;privat;44,443137;26,165261;150
BIF;Sector 2;Şos. Pantelimon 251 Bloc 45, sc A;privat;44,443073;26,159985;150
BIF;Sector 2;Şos. Pantelimon 253 Bloc 44, sc. 2/B;privat;44,443255;26,160676;75
BIF;Sector 2;Şos. Pantelimon 253 Bloc 44, sc. 3/C;privat;44,443287;26,160968;75
BIF;Sector 2;Şos. Pantelimon 258 Bloc 47, sc. B;privat;44,442404;26,158091;220
BIF;Sector 2;Şos. Pantelimon 258 Bloc 47, sc. C;privat;44,442476;26,158132;220
BIF;Sector 2;Şos. Pantelimon 258 Bloc 47, sc. D;privat;44,442390;26,158161;210
BIF;Sector 2;Şos. Pantelimon 260 Bloc 46, sc. 2/3;privat;44,442460;26,159873;300
BIF;Sector 2;Şos. Pantelimon 260 Bloc 46, sc. 4/5;privat;44,442454;26,159877;300
BIF;Sector 2;Şos. Pantelimon 286 Bloc 41, sc. 2;privat;44,442283;26,162733;80
BIF;Sector 2;Şos. Pantelimon 286 Bloc 41, sc. 3;privat;44,442234;26,162699;80
BIF;Sector 2;Şos. Pantelimon 286 Bloc 41, sc. 4;privat;44,442184;26,162967;80
BIF;Sector 2;Şos. Pantelimon 286 Bloc 41, sc. 5;privat;44,442215;26,163210;80
BIF;Sector 2;Şos. Pantelimon 286 Bloc 41, sc. 6;privat;44,442271;26,163490;80
BIF;Sector 2;Şos. Pantelimon 286 Bloc 41, sc. 8;privat;44,442265;26,163690;80
BIF;Sector 2;Şos. Pantelimon 245 Bloc 51, sc. A;privat;44,443348;26,156800;195
BIF;Sector 2;Şos. Pantelimon 245 Bloc 51, sc. B;privat;44,443376;26,156845;195
BIF;Sector 2;Şos. Pantelimon 245 Bloc 51, sc. C;privat;44,443297;26,156671;195
BIF;Sector 2;Şos. Pantelimon 227 Bloc 70, sc. 1;privat;44,443833;26,150307;150
BIF;Sector 2;Şos. Pantelimon 227 Bloc 70, sc. 2;privat;44,443774;26,150052;150
BIF;Sector 2;Şos. Pantelimon 256 Bloc 53, sc. 1;privat;44,442791;26,156340;200
BIF;Sector 2;Şos. Pantelimon 256 Bloc 53, sc. 2;privat;44,442817;26,156348;200
BIF;Sector 2;Şos. Pantelimon 256 Bloc 53, sc. 3;privat;44,442722;26,156349;200
BIF;Sector 2;Şos. Pantelimon 144 Bloc 102 A, sc. A;privat;44,443731;26,146974;120
BIF;Sector 2;Şos. Pantelimon 144 Bloc 102 A, sc. B;privat;44,443787;26,147024;120
BIF;Sector 2;Şos. Pantelimon 144 Bloc 102 A, sc. C;privat;44,443688;26,147028;120
BIF;Sector 2;Şos. Pantelimon 84 Bloc 409 B, sc. A;privat;44,445000;26,138789;200
BIF;Sector 2;Şos. Pantelimon 86 Bloc 409 A, sc. 1;privat;44,444464;26,139689;150
BIF;Sector 2;Şos. Pantelimon 86 Bloc 409 A, sc. 2;privat;44,444465;26,139716;150
BIF;Sector 2;Şos. Pantelimon 237 Bloc 65, sc. 1-2;privat;44,443888;26,153126;260
BIF;Sector 2;Şos. Pantelimon 237 Bloc 65, sc. 3;privat;44,443738;26,153019;260
BIF;Sector 2;Şos. Pantelimon 237 Bloc 65, sc. 4-5;privat;44,443795;26,153145;260
BIF;Sector 2;Şos. Pantelimon 231 Bloc 69 A, sc. 1;privat;44,443868;26,150970;150
BIF;Sector 2;Şos. Pantelimon 231 Bloc 69 A, sc. 2;privat;44,443808;26,151093;150
BIF;Sector 2;Şos. Pantelimon 287A Bloc 10 A;privat;44,442851;26,165118;160
BIF;Sector 2;Şos. Pantelimon 359 Bloc B 2, sc. 1;privat;44,445556;26,135292;150
BIF;Sector 2;Şos. Pantelimon 369 Bloc A4;privat;44,445797;26,134990;150
BIF;Sector 2;Şos. Ştefan cel Mare 240 Bloc 59 A, sc. 2;privat;44,449765;26,123513;150
BIF;Sector 2;Șos. Vergului 11 Bloc H1;privat;44,437900;26,170748;100
BIF;Sector 2;Șos. Vergului 13 Bloc H2;privat;44,437502;26,170951;100
