Județ;Localitate;Adresa;Tip;Latitudine;Longitudine;Capacitatea
BIF;Sector 4;Bd. Alex. Obregia 8 Bloc OD2, sc.5;privat;44,385238;26,115495;150
BIF;Sector 4;Bd. Alex. Obregia 31 Bloc I 5, sc.1;privat;44,381955;26,116083;140
BIF;Sector 4;Bd. Alex. Obregia 31 Bloc I 5, sc.3;privat;44,381541;26,116483;140
BIF;Sector 4;Bd. C-tin Brancovea 114 Bloc M1/1,sc.1;privat;44,387036;26,109612;150
BIF;Sector 4;Bd. C-tin Brancovea 114 Bloc M1/1,sc.2;privat;44,386866;26,109623;150
BIF;Sector 4;Bd. C-tin Brancovea 114 Bloc M1/1,sc.3;privat;44,386691;26,109648;150
BIF;Sector 4;Bd. C-tin Brancovea 114 Bloc M1/1,sc.4;privat;44,386553;26,109662;150
BIF;Sector 4;Bd. C-tin Brancovea 114 Bloc M1/1,sc.5;privat;44,386338;26,109663;150
BIF;Sector 4;Bd. C-tin Brancovea 116 Bloc M2/3, sc.2;privat;44,385258;26,109549;150
BIF;Sector 4;Bd. C-tin Brancovea 116 Bloc M2/3, sc.3;privat;44,385504;26,109616;150
BIF;Sector 4;Bd. C-tin Brancovea 116 Bloc M2/3, sc.4;privat;44,385678;26,109606;150
BIF;Sector 4;Bd. C-tin Brancovea 118 Bloc M2/4, sc.1;privat;44,384528;26,109399;150
BIF;Sector 4;Bd. C-tin Brancovea 118 Bloc M2/4, sc.2;privat;44,384293;26,109422;150
BIF;Sector 4;Bd. C-tin Brancovea 118 Bloc M2/4, sc.3;privat;44,384062;26,109432;150
BIF;Sector 4;Bd. C-tin Brancovea 118 Bloc M2/4, sc.4;privat;44,383834;26,109438;150
BIF;Sector 4;Bd. C-tin Brancovea 118 Bloc M2/4, sc.5;privat;44,383601;26,109412;150
BIF;Sector 4;Str. Drumul Gazarului 26A Bloc 50, sc.4;privat;44,386851;26,096458;150
BIF;Sector 4;Sos. Giurgiului 121 Bloc 5, sc.1;privat;44,232323;26,055680;120
BIF;Sector 4;Sos. Giurgiului 121 Bloc 5, sc.2;privat;44,367171;26,087659;120
BIF;Sector 4;Sos. Giurgiului 121 Bloc 5, sc.3;privat;44,387436;26,092736;120
BIF;Sector 4;Sos. Giurgiului 121 Bloc 5, sc.4;privat;44,387777;26,092532;120
BIF;Sector 4;Sos. Giurgiului 123 Bloc 4B, sc. 1;privat;44,386761;26,092594;110
BIF;Sector 4;Sos. Giurgiului 123 Bloc 4B, sc. 2;privat;44,386815;26,092643;110
BIF;Sector 4;Sos. Giurgiului 123 Bloc 4B, sc. 3;privat;44,386894;26,092661;110
BIF;Sector 4;Sos. Giurgiului 123 Bloc 4B, sc. 4;privat;44,387231;26,092575;110
BIF;Sector 4;Sos. Giurgiului 123 Bloc 4B, sc. 5;privat;44,387464;26,092624;110
BIF;Sector 4;Sos. Giurgiului 123 Bloc 4B, sc. 6;privat;44,387551;26,092626;110
BIF;Sector 4;Sos. Giurgiului 131 Bloc 1, sc.1;privat;44,380343;26,092671;105
BIF;Sector 4;Sos. Giurgiului 131 Bloc 1, sc.2;privat;44,380435;26,092714;105
BIF;Sector 4;Sos. Giurgiului 131 Bloc 1, sc.3;privat;44,380279;26,092683;105
BIF;Sector 4;Sos. Giurgiului 131 Bloc 1, sc.4;privat;44,380401;26,092699;105
BIF;Sector 4;Sos. Giurgiului 131 Bloc 1, sc.5;privat;44,380451;26,092770;105
BIF;Sector 4;Sos. Giurgiului 131 Bloc 1, sc.6;privat;44,380576;26,092774;105
BIF;Sector 4;Sos. Giurgiului 129 Bloc 2A, sc.2;privat;44,381838;26,092776;150
BIF;Sector 4;Sos. Giurgiului 129 Bloc 2A, sc.3;privat;44,381819;26,092786;150
BIF;Sector 4;Sos. Giurgiului 129 Bloc 2A, sc.4;privat;44,381782;26,092790;150
BIF;Sector 4;Sos. Giurgiului 129 Bloc 2A, sc.5;privat;44,381916;26,092724;150
BIF;Sector 4;Sos. Giurgiului 129 Bloc 2A, sc.6;privat;44,381140;26,092798;150
BIF;Sector 4;Str. Cetatea Veche 2A Bloc 5,sc.B;privat;44,382401;26,104114;150
BIF;Sector 4;Str. Cetatea Veche 2A Bloc 5,sc.D;privat;44,382470;26,104190;150
BIF;Sector 4;Str. Cetatea Veche 6 Bloc 2bis, sc.2;privat;44,381996;26,105107;150
BIF;Sector 4;Str. Erou Diana Donea Alexandra 4 Bloc N18, sc. 5;privat;44,391484;26,114240;150
BIF;Sector 4;Str. Gradistea 10 Bloc 101,sc.2;privat;44,384197;26,096257;150
BIF;Sector 4;Str. Gradistea 10 Bloc 101,sc.4;privat;44,384265;26,096253;150
BIF;Sector 4;Str. Gradistea 10 Bloc 101,sc.6;privat;44,384126;26,096232;150
BIF;Sector 4;Str. Gradistea 17 Bloc 87;privat;44,383687;26,094211;150
BIF;Sector 4;Str. Gradistea 19 Bloc 86, sc. 4;privat;44,383596;26,093979;150
BIF;Sector 4;Str. Huedin 6 Bloc M1/2, sc. A;privat;44,382292;26,108574;150
BIF;Sector 4;Str. Huedin 6 Bloc M1/2, sc. B;privat;44,382258;26,108556;150
BIF;Sector 4;Str. Huedin 6 Bloc M1/2, sc. C;privat;44,382283;26,108506;150
BIF;Sector 4;Str. Izvorul Mureșului 10 Bloc 10, sc. 2;privat;44,383849;26,105911;150
BIF;Sector 4;Str. Izvorul Mureșului 10 Bloc 10, sc. 6;privat;44,383800;26,105905;150
BIF;Sector 4;Str. Izvorul Oltului 4 Bloc 4,  sc. 2;privat;44,379467;26,107792;150
BIF;Sector 4;Str. Izvorul Oltului 4 Bloc 4,  sc. 4;privat;44,379439;26,107753;150
BIF;Sector 4;Str. Izvorul Oltului 4 Bloc 4,  sc. 6;privat;44,379467;26,107833;150
BIF;Sector 4;Str. Izvorul Rece Bloc M1/1, sc. 8;privat;44,387794;26,108500;150
BIF;Sector 4;Str. Izvorul Rece Bloc M1/1, sc. 9;privat;44,387799;26,108501;150
BIF;Sector 4;Str. Izvorul Rece Bloc M1/1, sc. 10;privat;44,387777;26,108560;150
BIF;Sector 4;Str. Izvorul Rece Bloc M1/1, sc. 11;privat;44,387830;26,108481;150
BIF;Sector 4;Str. Izvorul Rece Bloc M1/1, sc. 12;privat;44,387805;26,108534;150
BIF;Sector 4;Str. Lamotești 2 Bloc 11A, sc 1;privat;44,380733;26,108232;150
BIF;Sector 4;Str. Lamotești 2 Bloc 11A, sc 2;privat;44,380798;26,108287;150
BIF;Sector 4;Str. Lamotești 4 Bloc 11A, sc 1;privat;44,381872;26,108188;150
BIF;Sector 4;Str. Lamotești 4 Bloc 11A, sc 2;privat;44,381770;26,108198;150
BIF;Sector 4;Str. Râul Șoimului 9 Bloc 49A, sc 2;privat;44,386432;26,096450;150
BIF;Sector 4;Str. Reșița 17 Bloc 49, sc 1;privat;44,383608;26,100482;150
BIF;Sector 4;Str. Reșița 21 Bloc 50, sc 2;privat;44,384255;26,100283;150
BIF;Sector 4;Str. Reșița 25-27 Bloc 51, sc 1;privat;44,384513;26,100572;150
BIF;Sector 4;Str. Spinis 7 Bloc 45, sc 2;privat;44,230596;26,057528;100
BIF;Sector 4;Str. Spinis 7 Bloc 45, sc 4;privat;44,231075;26,058209;100
BIF;Sector 4;Str. Spinis 7 Bloc 45, sc 6;privat;44,384478;26,096381;100
BIF;Sector 4;Str. Spinis 9 Bloc 52, sc 2;privat;44,384268;26,098169;150
BIF;Sector 4;Str. Spinis 9 Bloc 52, sc 4;privat;44,384308;26,098149;150
BIF;Sector 4;Str. Spinis 11 Bloc 53, sc 2;privat;44,384138;26,098434;150
BIF;sector 4;Str. Spinis 11 Bloc 53, sc 4;privat;44,384226;26,098524;150
BIF;Sector 4;Str. Spinis 13 Bloc 54, sc. 2;privat;44,383833;26,098198;150
BIF;Sector 4;Str. Spinis 5 Bloc 48, sc.B;privat;44,231605;26,056733;150
BIF;Sector 4;Str. Spinis 8 Bloc 43, sc.D;privat;44,230481;26,055867;150
BIF;Sector 4;Str. Spinis 4 Bloc 104, sc.2;privat;44,385951;26,093560;150
BIF;Sector 4;Str. Spinis 2 Bloc 105, sc.6;privat;44,386328;26,093558;150
BIF;Sector 4;Str. Straja 5 Bloc 63, sc. 2;privat;44,386683;26,099384;150
BIF;Sector 4;Str. Straja 5 Bloc 63, sc. 4;privat;44,386645;26,099358;150
BIF;Sector 4;Str. Straja 7 Bloc 69, sc. 2;privat;44,385592;26,100584;150
BIF;Sector 4;Str. Straja 11 Bloc 65, sc. 4;privat;44,385315;26,101265;150
BIF;Sector 4;Str. Straja 13 Bloc 66, sc. 4;privat;44,385303;26,101262;150
BIF;Sector 4;Str. Straja 12 Bloc 52, sc. 1;privat;44,384921;26,100781;150
BIF;Sector 4;Str. Tatulesti 1 Bloc 103 , sc.2;privat;44,386023;26,093207;150
BIF;Sector 4;Str. Tatulesti 3 Bloc 44, sc.6;privat;44,384987;26,094261;150
BIF;Sector 4;Str. Tatulesti 5 Bloc 100A, sc.D;privat;44,343890;26,093839;150
BIF;Sector 4;Str. Tatulesti 5 Bloc 100B, sc.F;privat;44,384451;26,093921;150
BIF;Sector 4;Str. Tatulesti 9 Bloc 85, sc.B;privat;44,383251;26,059340;150
BIF;Sector 4;Str. Tatulesti 11 Bloc 20, sc.2;privat;44,383221;26,093349;150
BIF;Sector 4;Str. Tatulesti 13 Bloc 18, sc.2;privat;44,381945;26,093318;150
BIF;Sector 4;Str. Tatulesti 15 Bloc 84, sc.D;privat;44,382091;26,093751;150
BIF;Sector 4;Str. Tatulesti 17 Bloc 83, sc.2;privat;44,381844;26,093720;150
BIF;Sector 4;Str. Tatulesti 19 Bloc 82, sc.4;privat;44,381580;26,093327;150
BIF;Sector 4;Str. Trestiana 1A Bloc 8A,sc.A;privat;44,412023;26,109846;150
BIF;Sector 4;Str. Trestiana 1A Bloc 8A,sc.B;privat;44,413500;26,106583;150
BIF;Sector 4;Str. Trestiana 1A Bloc 8A,sc.C;privat;44,413463;26,106510;150
BIF;Sector 4;Str. Trestiana 3 Bloc 8B,sc.A;privat;44,413174;26,106972;45
BIF;Sector 4;Str. Trestiana 3 Bloc 8B,sc.B;privat;44,412620;26,107614;45
BIF;Sector 4;Str. Trestiana 5 Bloc 9,sc.A;privat;44,412713;26,107492;150
BIF;Sector 4;Str. Trestiana 5 Bloc 9,sc.B;privat;44,412751;26,107536;150
BIF;Sector 4;Str. Trestiana 7 Bloc 10,sc.A,ap.1;privat;44,412597;26,107974;150
BIF;Sector 4;Str. Trestiana 7 Bloc 10,sc.B(2) ,ap.68;privat;44,412571;26,107920;150
BIF;Sector 4;Str. Trestiana 9 Bloc 11,sc.A;privat;44,412391;26,108413;150
BIF;Sector 4;Str. Trestiana 11 Bloc 14,sc.A;privat;44,412104;26,109031;150
BIF;Sector 4;Str. Trestiana 11 Bloc 14 ,sc.B;privat;44,412068;26,109035;150
BIF;Sector 4;Str. Trestiana 13 Bloc 15,sc.A;privat;44,411995;26,108968;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.1;privat;44,379490;26,103070;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.2;privat;44,379815;26,103082;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.3;privat;44,379762;26,103012;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.4;privat;44,379780;26,103087;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.5;privat;44,379916;26,103085;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.6;privat;44,379301;26,103069;150
BIF;Sector 4;Str. Uioara 3 Bloc M2, sc.7;privat;44,379262;26,103064;150
BIF;Sector 4;Str. Vatra Dornei 11 Bloc 18B+C,sc.1;privat;44,382799;26,113769;150
BIF;Sector 4;Str. Vatra Dornei 11 Bloc 18B+C,sc.2;privat;44,382750;26,113942;150
BIF;Sector 4;Str. Vatra Dornei 11 Bloc 18B+C,sc.3;privat;44,382682;26,113886;150
BIF;Sector 4;Str.Almasul Mare 12 Bloc 51, sc.2;privat;44,384678;26,097974;150
BIF;Sector 4;Str.Almasul Mare 12 Bloc 51, sc.4;privat;44,384737;26,098129;150
BIF;Sector 4;Str.Almasul Mare 12 Bloc 51, sc.6;privat;44,384648;26,098054;150
BIF;Sector 4;Str.Luica 17A Bloc 106, sc.1;privat;44,378814;26,096915;150
BIF;Sector 4;Str.Luica 17A Bloc 106, sc.2;privat;44,378890;26,096296;150
BIF;Sector 4;Str. Luica 164-168;privat;44,376794;26,105974;200
BIF;Sector 4;Str.Moldovita 9 Bloc1, sc.2;privat;44,383334;26,127905;150
BIF;Sector 4;Str.Moldovita 9 Bloc1, sc.4;privat;44,383300;26,127968;150
BIF;Sector 4;Str.Moldovita 9 Bloc1, sc.6;privat;44,383190;26,127984;150
BIF;Sector 4;Str.Moldovita 9 Bloc1, sc.8;privat;44,383125;26,128050;150
BIF;Sector 4;Str.Moldovita 13 Bloc 5, sc.2;privat;44,382655;26,128614;150
BIF;Sector 4;Str. Moldovita 11 Bloc 3, sc.2;privat;44,383170;26,128207;150
BIF;Sector 4;Str. Moldovita 11 Bloc 3, sc.4;privat;44,383235;26,128267;150
BIF;Sector 4;Str. Moldovita 11 Bloc 3, sc.6;privat;44,383225;26,128351;150
BIF;Sector 4;Calea Serban Voda, 206 - 208;privat;44.413936;26,103402;150
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Sos. Berceni, nr. 96, Corp B;privat;44.3710914;26,140181;200
BIF;Sector 4;Str. 11 iunie, nr. 51;privat;44.420756;26,095605;150
BIF;Sector 4;City Offices, Str. Olteniței nr. 2;privat;44.402234;26,097990;43
BIF;Sector 4;City Parking, str. Olteniței nr. 4;privat;44.401148;26,099858;143
BIF;Sector 4;Șos. Olteniței, Nr. 135, Bl. 56, Sc. 1;privat;44,388091;26,136043;60
BIF;Sector 4;Bd.C-tin Brâncoveanu 1 Spital Marie-Curie;public;44,392690;26,092059;300
BIF;Sector 4;Str. Aliorului 5 Gradinita nr. 264;public;44,380331;26,117415;150
BIF;Sector 4;Str. Costilei Berceni 11 Scoala;public;44,379893;26,100233;180
BIF;Sector 4;Str. Ipotesti 23 Cresa;public;44,421293;26,095134;180
BIF;Sector 4;Str. Izvorul Crisului 6 Scoala Gimnaziala nr. 129;public;44,385270;26,102906;150
BIF;Sector 4;Str. Izvorul Muresului 6 Gradinita nr. 225;public;44,386232;26,104944;150
BIF;Sector 4;Str. Izvorul Oltului 3 Gradinita nr. 167;public;44,377787;26,104004;200
BIF;Sector 4;Str. Magura Tufisului 4 Gradinita;public;44,418600;26,045833;150
BIF;Sector 4;Str. Popescu  Eremia 27 Scoala 102;public;44,382641;26,135497;260
BIF;Sector 4;Bd. Mărășești, Nr. 2B, Office Carol Park;public;44,418570;26,096230;250
BIF;Sector 5;Al. Ghimes 2 BL.24 SC.1+2;privat;44,401541;26,055212;150
BIF;Sector 5;Al. Ghimes 4 BL.23 SC.4;privat;44,401633;26,054883;150
BIF;Sector 5;Al. Ghimes 6 BL. 25 SC.2;privat;44,401510;26,054268;150
BIF;Sector 5;Al. Ghimes 8 BL. 28 SC.2;privat;44,401235;26,053780;150
BIF;Sector 5;Al. Ghimes 10 BL. 29 SC.1+2;privat;44,400957;26,052952;150
BIF;Sector 5;Al. Posa 6 BL. 32 SC.B;privat;44,400556;26,052403;150
BIF;Sector 5;Al. Posada 8 BL. 31 SC.B;privat;44,400692;26,052770;150
BIF;Sector 5;Calea Rahovei 356 BL.16 SC. 1;privat;44,407361;26,064962;150
BIF;Sector 5;Calea Rahovei 356 BL. 16 SC. 2;privat;44,407385;26,065045;150
BIF;Sector 5;Calea Rahovei 338 BL .37 SC.1;privat;44,409815;26,068348;130
BIF;Sector 5;Calea Rahovei 321 BL. 28 SC. D;privat;44,408454;26,067448;150
BIF;Sector 5;Calea Rahovei 321 BL .28 SC. B;privat;44,408432;26,067440;150
BIF;Sector 5;Str.Baciului 4 BL .9 SC.4;privat;44,384794;26,083142;80
BIF;Sector 5;Str.Baciului 4 BL .9 SC.5;privat;44,384792;26,083066;80
BIF;Sector 5;Str.Garoafei 2 BL. 5 SC.B;privat;44,403774;26,059695;150
BIF;Sector 5;Str.Garoafei 6 BL. 7 SC D;privat;44,403303;26,058968;150
BIF;Sector 5;Str.Garoafei 10 BL. 8 SC.D;privat;44,402313;26,059442;150
BIF;Sector 5;Str.PANDURI 60-62 BL. D SC. 3;privat;44,427974;26,067747;300
BIF;Sector 5;Str.Prel. Ferentari 52-60 BL. A SC.3;privat;44,393015;26,081857;150
BIF;Sector 5;Str.Prel. Ferentari 52-60 BL .B SC.3;privat;44,391738;26,081768;150
BIF;Sector 5;Str.Pucheni 2 BL. 2 SC. D;privat;44,404476;26,061809;150
BIF;Sector 5;Str.Pucheni 2 BL.2 SC. F;privat;44,404532;26,061825;150
BIF;Sector 5;Str.Pucheni 4 BL. 3 SC. F;privat;44,403127;26,062138;150
BIF;Sector 5;Str.Sg. Major Gheorghe Iorga 3 BL.59 A SC.1;privat;44,412297;26,070714;130
BIF;Sector 5;Str.Sg. Major Gheorghe Iorga 1 BL.59 B SC.2;privat;44,412196;26,07063;130
BIF;Sector 5;Str.Teius 1 BL. 10 SC.D;privat;44,402486;26,05693;150
BIF;Sector 5;Str.Verigei 6 BL. 2 SC.1;privat;44,393925;26,092050;160
BIF;Sector 5;Str.Verigei 6 BL .2 SC.3;privat;44,393890;26,092015;160
BIF;Sector 5;Str.Verigei 6 BL.2 SC. 4;privat;44,393830;26,091854;160
BIF;Sector 5;Str.Verigei 3 BL. 1 SC.1;privat;44,402224;26,056842;160
BIF;Sector 5;Str.Verigei 3 BL. 1 SC. 2;privat;44,393726;26,092198;160
BIF;Sector 5;Str.Verigei 3 BL. 1 SC. 3;privat;44,393589;26,091797;160
BIF;Sector 5;Şos.Alexandriei 9 BL. 4 SC.D;privat;44,403491;26,058770;150
BIF;Sector 5;Şos.Alexandriei 11 BL. C 11 SC.1;privat;44,403074;26,057726;130
BIF;Sector 5;Şos.Alexandriei 15 BL.22 SC.4;privat;44,402049;26,054887;150
BIF;Sector 5;Şos.Alexandriei 17 BL.26 SC.2;privat;44,401305;26,052936;150
BIF;Sector 5;Şos.Alexandriei 19 BL.30 SC.D;privat;44,400779;26,051727;150
BIF;Sector 5;Şos.Alexandriei 19 BL.30 SC.F;privat;44,400786;26,051702;150
BIF;Sector 5;Şos.Alexandriei 78 BL. PC 9 SC.1;privat;44,403664;26,057640;120
BIF;Sector 5;Şos.Alexandriei 88 BL. PC 10 SC.1;privat;44,403041;26,056175;150
BIF;Sector 5;Şos.Alexandriei 90 BL. L 25 SC.1;privat;44,403059;26,056061;150
BIF;Sector 5;Şos.Alexandriei 92 BL. L 26 SC.1;privat;44,402887;26,055594;150
BIF;Sector 5;Şos.Alexandriei 96 BL. PC 12 SC.1;privat;44,402581;26,054751;120
BIF;Sector 5;Şos.Alexandriei 98 BL. L 27 SC.1;privat;44,402462;26,054531;150
BIF;Sector 5;Şos.Alexandriei 100 BL. L 28 SC.1;privat;44,402445;26,054242;125
BIF;Sector 5;Şos.Alexandriei 102 BL. L 29 SC.1;privat;44,402135;26,053870;220
BIF;Sector 5;Bd.Tudor Vladimirescu 22 One Credit Development;privat;44,418471;26,079459;132
BIF;Sector 5;Bd.Tudor Vladimirescu 22 Green Gate Development;privat;44,419154;26,079543;109
BIF;Sector 5;Dona Real Estate Investment, Str. Izvor 80 Birouri;privat;44,430136;26,082712;80
BIF;Sector 5;Calea Rahovei 266-268 Electromagnetica;privat;44,415772;26,075583;150
BIF;Sector 5;Intr. Ferentari A 72 Bloc 4 A Camin;privat;44,406097;26,077744;150
BIF;Sector 5;Str. Doina 9 DUAL-MAN;privat;44,410856;26,080282;150
BIF;Sector 5;"Str. Fabrica de Chibrituri 28 CNPR Sucursala Fabrica
Timbre";privat;44,415769;26,089962;160
BIF;Sector 5;Str. Costache Negri Nr. 1-5;privat;44,433622;26,078996;90
BIF;Sector 5;Tati Group (birouri), Bld. Tudor Vladimirescu nr. 45;privat;44,422058;26,073682;60
BIF;Sector 5;Tati Group (birouri), Bld. Tudor Vladimirescu nr. 45;privat;44,422058;26,073682;60
BIF;Sector 5;Str.Gutuilor 1 Sc. Gimnaziala 131;privat;44,400538;26,053705;150
BIF;Sector 5;Str. Soldat Tunsu Petre 9 Gradinita 245;privat;44,388850;26,077233;316
BIF;Sector 5;Intr. Ferentari 72 Bloc 12A Camin;public;44,405585;26,074569;150
BIF;Sector 5;Str.Baciului 10 Sc. Gimnaziala nr. 134;public;44,384735;26,084243;140
BIF;Sector 5;Str.Garoafei 12 Gradinita nr. 185;public;44,402181;26,059380;300
BIF;Sector 6;Al.  Arieşul Mare 1 Bl. 34, sc.2;privat;44,437101;26,039682;100
BIF;Sector 6;Al.  Arieşul Mare 3 Bl. 33, sc.1;privat;44,437934;26,038783;100
BIF;Sector 6;Al.  Băiuţ 4 Bl. C7Bis,sc.1;privat;44,419958;26,018665;170
BIF;Sector 6;Al.  Băiuţ 4 Bl. C7Bis,sc.2;privat;44,419838;26,018728;170
BIF;Sector 6;Al.  Băiuţ 4 Bl.C7Bis, sc.3;privat;44,419665;26,018637;170
BIF;Sector 6;Al.  Băiuţ 9A Bl. C36, sc.1;privat;44,418655;26,017531;150
BIF;Sector 6;Al.  Băiuţ 9A Bl. C36, sc.2;privat;44,418564;26,017498;150
BIF;Sector 6;Al.  Băiuţ 9A Bl. C36, sc.3;privat;44,418625;26,017533;150
BIF;Sector 6;Al. Câmpul cu  Flori 2A Bl. C17B, sc.A;privat;44,422127;26,020143;170
BIF;Sector 6;Al. Câmpul cu  Flori 2A Bl. C17B, sc.B;privat;44,422559;26,020445;170
BIF;Sector 6;Al. Câmpul cu  Flori 2B Bl. C17A, sc.A;privat;44,422614;26,020455;170
BIF;Sector 6;Al. Câmpul cu  Flori 2B Bl. C17A, sc.B;privat;44,422632;26,020557;170
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.1;privat;44,435046;26,038461;150
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.2;privat;44,435513;26,038524;150
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.3;privat;44,435564;26,03843;150
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.4;privat;44,435389;26,038585;150
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.5;privat;44,435335;26,038463;150
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.6;privat;44,435361;26,038395;150
BIF;Sector 6;Al. Cetăţuia 1 Bl. M 21, sc.7;privat;44,435061;26,038515;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M22,sc.1;privat;44,435455;26,037907;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M22, sc.2;privat;44,435352;26,038037;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M22, sc.3;privat;44,435411;26,037961;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M22, sc.4;privat;44,435455;26,038041;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M 22, sc.5;privat;44,435384;26,037951;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M 22, sc.6;privat;44,435336;26,037964;150
BIF;Sector 6;Al. Cetăţuia 4 Bl. M 22, sc.7;privat;44,435621;26,037953;150
BIF;Sector 6;Al. Cetăţuia 8 Bl. M 23, sc.1;privat;44,435283;26,036914;90
BIF;Sector 6;Al. Cetăţuia 8 Bl. M 23, sc.2;privat;44,435188;26,036897;90
BIF;Sector 6;Al. Compozitorilor 6A Bl. 822, sc.1;privat;44,420176;26,043102;150
BIF;Sector 6;Al. Compozitorilor 6A Bl. 822, sc.2;privat;44,420211;26,042962;150
BIF;Sector 6;Al. Compozitorilor 6A Bl. 822, sc.3;privat;44,420103;26,042791;150
BIF;Sector 6;Al.  Obcina Mică 5 Bl. A5, sc.4;privat;44,421280;26,045701;150
BIF;Sector 6;Al. Obcina Mică 7 Bl. A4, sc.D;privat;44,421246;26,045178;150
BIF;Sector 6;Al.  Parva 6 Bl. C37, sc.1;privat;44,418610;26,016913;150
BIF;Sector 6;Al.  Parva 6 Bl. C37, sc.2;privat;44,418499;26,016608;150
BIF;Sector 6;Al.  Parva 6 Bl. C37, sc.3;privat;44,418690;26,016950;150
BIF;Sector 6;Al.  Valea Prahovei 1A Bl. 825, sc.1;privat;44,420700;26,038646;110
BIF;Sector 6;Al.  Valea Prahovei 1A Bl. 825, sc.3;privat;44,420581;26,038623;110
BIF;Sector 6;Al.Zorelelor 1 Bl. 43, sc.1;privat;44,432955;26,026875;200
BIF;Sector 6;Al.Zorelelor 1 Bl. 43, sc. 2;privat;44,432890;26,026912;200
BIF;Sector 6;Al.Zorelelor 3 Bl. 44, sc.A;privat;44,433245;26,025408;100
BIF;Sector 6;Al.Zorelelor 3 Bl. 44, sc. B;privat;44,433245;26,025408;100
BIF;Sector 6;Al.Zorelelor 5 Bloc  45;privat;44,243288;26,025822;110
BIF;Sector 6;Al.Zorelelor 8 Bloc  9A;privat;44,433407;26,025360;170
BIF;Sector 6;Al.Zorelelor 8A Bl. 8A, sc.1;privat;44,433493;26,025211;130
BIF;Sector 6;Al.Zorelelor 8A Bl. 8A, sc.2;privat;44,433335;26,025289;130
BIF;Sector 6;Bd. Dr. Taberei 90 Bl. C8, sc.1;privat;44,419815;26,019466;75
BIF;Sector 6;Bd. Dr. Taberei 90 Bl. C8, sc.2;privat;44,419795;26,019438;75
BIF;Sector 6;Bd. Dr. Taberei 90 Bl. C8, sc.3;privat;44,419726;26,019460;75
BIF;Sector 6;Bd. Dr. Taberei 90 Bl. C8, sc.4;privat;44,419750;26,019453;75
BIF;Sector 6;Bd. Dr. Taberei 90 Bl. C8, sc.5;privat;44,419563;26,019535;75
BIF;Sector 6;Bd. Dr. Taberei 90 Bl. C8, sc.6;privat;44,419408;26,019505;75
BIF;Sector 6;Bd. Dr. Taberei 92 Bl. C7, sc. E;privat;44,419377;26,019559;75
BIF;Sector 6;Bd. Dr. Taberei 92 Bl. C7, sc.F;privat;44,419375;26,019576;75
BIF;Sector 6;Bd. Dr. Taberei 92 Bl. C7, sc.G;privat;44,419355;26,019632;75
BIF;Sector 6;Bd. Dr. Taberei 92 Bl. C7, sc.H;privat;44,419288;26,019549;75
BIF;Sector 6;Bd. Dr. Taberei 94 Bl. 519, Sc.  B;privat;44,418679;26,019723;110
BIF;Sector 6;Bd. Dr. Taberei 96 Bl. 521, sc.2;privat;44,417965;26,019929;110
BIF;Sector 6;Bd. Dr. Taberei 96 Bl. 521, sc.6;privat;44,417696;26,020244;110
BIF;Sector 6;Bd. Iuliu Maniu 16 Bl. 14, sc.2;privat;44,434736;26,037615;150
BIF;Sector 6;Bd. Iuliu Maniu 17 Bl. 21 P, sc. 1;privat;44,434101;26,039883;200
BIF;Sector 6;Bd. Iuliu Maniu 17 Bl. 21 P, sc. 3;privat;44,434110;26,039957;200
BIF;Sector 6;Bd. Iuliu Maniu 18÷20 Bl. 15 A+B, sc. A;privat;44,434697;26,036394;190
